order_id,order_date,order_hour,status,event,show_date,show_hour,tickets_quantity,ticket_type,tribune,previuos_experience_hour,price_type,order_amount,payment_method,client_id,city,region,country
1406880,2019-09-05,13:42:46,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,10000,MercadoPago,998,CABA,Buenos Aires,Argentina
1406908,2019-09-05,14:26:35,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,8550,San miguel ,Buenos Aires,Argentina
1406908,2019-09-05,14:26:35,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,9000,MercadoPago,8550,San miguel ,Buenos Aires,Argentina
1406919,2019-09-05,14:42:11,En Proceso,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,9466,caba,Buenos Aires,Argentina
1406919,2019-09-05,14:42:11,En Proceso,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,10000,MercadoPago,9466,caba,Buenos Aires,Argentina
1406933,2019-09-05,14:57:42,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 5,Brain,,REG,12500,MercadoPago,7604,lomas de zamora,Buenos Aires,Argentina
1406970,2019-09-05,16:02:05,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,MercadoPago,7661,Buenos Aires,Buenos Aires,Argentina
1407043,2019-09-05,18:06:06,En Proceso,Dataton,2023-04-27,21:00:00,3,Sector 10,Bishop,,REG,12500,MercadoPago,408,ramos mejia,Buenos Aires,Argentina
1407101,2019-09-05,19:33:00,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,4017,San Antonio de Padua,Buenos Aires,Argentina
1407101,2019-09-05,19:33:00,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 6,Bishop,,REG,10000,MercadoPago,4017,San Antonio de Padua,Buenos Aires,Argentina
1407136,2019-09-05,20:36:33,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,4667,CABA,Buenos Aires,Argentina
1407136,2019-09-05,20:36:33,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 4,Brain,,REG,23000,MercadoPago,4667,CABA,Buenos Aires,Argentina
1407166,2019-09-05,21:03:59,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,MercadoPago,3496,Caba,Buenos Aires,Argentina
1407168,2019-09-05,21:05:46,En Proceso,Dataton,2023-04-27,21:00:00,1,Sector 1,Brain,,REG,6700,MercadoPago,945,Moreno,Buenos Aires,Argentina
1407169,2019-09-05,21:06:26,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,10000,MercadoPago,8810,Campana,Buenos Aires,Argentina
1407172,2019-09-05,21:06:43,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,9000,MercadoPago,10178,San Martin,Buenos Aires,Argentina
1407187,2019-09-05,21:12:52,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,8400,MercadoPago,9101,SAN MIGUEL,Buenos Aires,Argentina
1407196,2019-09-05,21:16:22,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 5,Brain,,REG,11800,MercadoPago,1165,Bahía Blanca,Buenos Aires,Argentina
1407242,2019-09-05,21:51:42,Enviada,Dataton,2023-04-27,21:00:00,2,VIP Parking,Others,,REG,1200,MercadoPago,4147,Dique Lujan,Buenos Aires,Argentina
1407242,2019-09-05,21:51:42,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 2,Brain,,REG,26000,MercadoPago,4147,Dique Lujan,Buenos Aires,Argentina
1407256,2019-09-05,22:10:41,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,4331,CABA,Buenos Aires,Argentina
1407256,2019-09-05,22:10:41,Enviada,Dataton,2023-04-27,21:00:00,5,Sector 10,Bishop,,REG,15000,MercadoPago,4331,CABA,Buenos Aires,Argentina
1407260,2019-09-05,22:21:43,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,5189,San Isidro,Buenos Aires,Argentina
1407260,2019-09-05,22:21:43,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 8,Bishop,,REG,36600,MercadoPago,5189,San Isidro,Buenos Aires,Argentina
1407261,2019-09-05,22:24:56,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 8,Bishop,,REG,38000,MercadoPago,5189,San Isidro,Buenos Aires,Argentina
1407287,2019-09-05,23:16:53,Enviada,Dataton,2023-04-27,21:00:00,5,Sector 2,Brain,,REG,27500,MercadoPago,4910,Lujan,Buenos Aires,Argentina
1407345,2019-09-06,09:22:12,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,VISA,9101,SAN MIGUEL,Buenos Aires,Argentina
1407348,2019-09-06,09:22:33,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,4514,caba,Buenos Aires,Argentina
1407348,2019-09-06,09:22:33,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 4,Brain,,REG,23000,MercadoPago,4514,caba,Buenos Aires,Argentina
1407357,2019-09-06,09:31:13,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,20800,MercadoPago,9789,CABA,Buenos Aires,Argentina
1407374,2019-09-06,09:46:04,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,924,CABA,Buenos Aires,Argentina
1407374,2019-09-06,09:46:04,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 6,Bishop,,REG,13000,MercadoPago,924,CABA,Buenos Aires,Argentina
1407375,2019-09-06,09:46:22,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2026,Don Torcuato,Buenos Aires,Argentina
1407375,2019-09-06,09:46:22,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 7,Bishop,,REG,32000,MercadoPago,2026,Don Torcuato,Buenos Aires,Argentina
1407379,2019-09-06,09:50:14,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2026,Don Torcuato,Buenos Aires,Argentina
1407379,2019-09-06,09:50:14,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 7,Bishop,,REG,14000,MercadoPago,2026,Don Torcuato,Buenos Aires,Argentina
1407387,2019-09-06,09:56:00,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 7,Bishop,,REG,9500,MercadoPago,2026,Don Torcuato,Buenos Aires,Argentina
1407404,2019-09-06,10:20:16,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 6,Bishop,,REG,10000,MercadoPago,1119,Caba,Buenos Aires,Argentina
1407422,2019-09-06,10:50:33,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 2,Brain,,REG,14000,MercadoPago,676,C.A.B.A.,Buenos Aires,Argentina
1407425,2019-09-06,10:52:25,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MasterCard,7937,barrio septiembre,Buenos Aires,Argentina
1407425,2019-09-06,10:52:25,Enviada,Dataton,2023-04-27,21:00:00,6,Previous Experience,Others,20:00hs,REG,3000,MasterCard,7937,barrio septiembre,Buenos Aires,Argentina
1407425,2019-09-06,10:52:25,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 8,Bishop,,REG,38000,MasterCard,7937,barrio septiembre,Buenos Aires,Argentina
1407469,2019-09-06,12:05:11,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,VISA,9501,CABA,Buenos Aires,Argentina
1407469,2019-09-06,12:05:11,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,VISA,9501,CABA,Buenos Aires,Argentina
1407480,2019-09-06,12:22:44,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,10000,MercadoPago,4212,Buenos Aires,Buenos Aires,Argentina
1407509,2019-09-06,12:41:58,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 6,Bishop,,REG,11000,MercadoPago,6762,caba,Buenos Aires,Argentina
1407562,2019-09-06,13:26:48,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5689,Berazategui,Buenos Aires,Argentina
1407562,2019-09-06,13:26:48,Enviada,Dataton,2023-04-27,21:00:00,5,Sector 6,Bishop,,REG,15000,MercadoPago,5689,Berazategui,Buenos Aires,Argentina
1407578,2019-09-06,13:41:16,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 8,Bishop,,REG,12900,MercadoPago,4256,Saladillo,Buenos Aires,Argentina
1407585,2019-09-06,13:48:02,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5717,Mercedes,Buenos Aires,Argentina
1407585,2019-09-06,13:48:02,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 1,Brain,,REG,10100,MercadoPago,5717,Mercedes,Buenos Aires,Argentina
1407624,2019-09-06,15:03:34,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 6,Bishop,,REG,13000,MercadoPago,5588,caba,Buenos Aires,Argentina
1407632,2019-09-06,15:14:03,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,5751,Ezeiza,Buenos Aires,Argentina
1407632,2019-09-06,15:14:03,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 9,Bishop,,REG,23000,MercadoPago,5751,Ezeiza,Buenos Aires,Argentina
1407667,2019-09-06,16:17:58,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,1359,Del Viso,Buenos Aires,Argentina
1407667,2019-09-06,16:17:58,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 8,Bishop,,REG,28700,MercadoPago,1359,Del Viso,Buenos Aires,Argentina
1407684,2019-09-06,17:04:17,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,8877,Barracas,Buenos Aires,Argentina
1407684,2019-09-06,17:04:17,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 2,Brain,,REG,14000,MercadoPago,8877,Barracas,Buenos Aires,Argentina
1407691,2019-09-06,17:22:09,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MasterCard,5509,Capital Federal,Buenos Aires,Argentina
1407696,2019-09-06,17:30:27,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,MercadoPago,9860,caba,Buenos Aires,Argentina
1407700,2019-09-06,17:39:27,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 4,Brain,,REG,12000,MercadoPago,2072,Merlo,Buenos Aires,Argentina
1407701,2019-09-06,17:40:25,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,1803,buenos aires,Buenos Aires,Argentina
1407701,2019-09-06,17:40:25,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,20800,MercadoPago,1803,buenos aires,Buenos Aires,Argentina
1407714,2019-09-06,18:01:01,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 10,Bishop,,REG,17000,VISA,5592,caba,Buenos Aires,Argentina
1407748,2019-09-06,19:05:18,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,122,Moreno,Buenos Aires,Argentina
1407748,2019-09-06,19:05:18,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,9000,MercadoPago,122,Moreno,Buenos Aires,Argentina
1407767,2019-09-06,19:33:24,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,3667,quilmes,Buenos Aires,Argentina
1407767,2019-09-06,19:33:24,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,10000,MercadoPago,3667,quilmes,Buenos Aires,Argentina
1407775,2019-09-06,19:40:53,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,941,Caba,Buenos Aires,Argentina
1407775,2019-09-06,19:40:53,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,20800,MercadoPago,941,Caba,Buenos Aires,Argentina
1407807,2019-09-06,20:30:51,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,8400,MercadoPago,2441,CutraL Co,Buenos Aires,Argentina
1407842,2019-09-06,21:34:01,Enviada,Dataton,2023-04-27,21:00:00,5,Sector 6,Bishop,,REG,15000,MercadoPago,9354,Olivos,Buenos Aires,Argentina
1407869,2019-09-06,22:48:55,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,8400,MercadoPago,10157,RAMOS MEJIA,Buenos Aires,Argentina
1407876,2019-09-06,23:05:06,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 6,Bishop,,REG,15200,MercadoPago,7322,lomas de zamora,Buenos Aires,Argentina
1407882,2019-09-06,23:12:37,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 6,Bishop,,REG,10100,MercadoPago,7322,lomas de zamora,Buenos Aires,Argentina
1407886,2019-09-06,23:22:11,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 5,Brain,,REG,7000,MercadoPago,7013,Capital fedeal,Buenos Aires,Argentina
1407887,2019-09-06,23:22:26,En Proceso,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,8031,Caba,Buenos Aires,Argentina
1407887,2019-09-06,23:22:26,En Proceso,Dataton,2023-04-27,21:00:00,1,Sector 5,Brain,,REG,7000,MercadoPago,8031,Caba,Buenos Aires,Argentina
1407915,2019-09-07,00:21:21,En Proceso,Dataton,2023-04-27,21:00:00,6,Sector 6,Bishop,,REG,17000,MercadoPago,5136,Pilar,Buenos Aires,Argentina
1407935,2019-09-07,08:09:16,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,9000,MercadoPago,552,Wilde,Buenos Aires,Argentina
1407936,2019-09-07,08:14:47,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MercadoPago,2505,Berazategui,Buenos Aires,Argentina
1408004,2019-09-07,11:29:57,En Proceso,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,2725,gernica,Buenos Aires,Argentina
1408004,2019-09-07,11:29:57,En Proceso,Dataton,2023-04-27,21:00:00,4,Previous Experience,Others,19:30hs,REG,2000,MercadoPago,2725,gernica,Buenos Aires,Argentina
1408004,2019-09-07,11:29:57,En Proceso,Dataton,2023-04-27,21:00:00,4,Sector 5,Brain,,REG,13000,MercadoPago,2725,gernica,Buenos Aires,Argentina
1408018,2019-09-07,12:05:04,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MercadoPago,9872,Quilmes,Buenos Aires,Argentina
1408121,2019-09-07,17:02:46,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2331,Olivos,Buenos Aires,Argentina
1408121,2019-09-07,17:02:46,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,8400,MercadoPago,2331,Olivos,Buenos Aires,Argentina
1408176,2019-09-07,19:35:27,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 4,Brain,,REG,15500,MercadoPago,2758,CABA,Buenos Aires,Argentina
1408279,2019-09-08,10:51:08,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MercadoPago,1149,CABA,Buenos Aires,Argentina
1408280,2019-09-08,10:51:17,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 9,Bishop,,REG,12000,MercadoPago,2218,lanus este ,Buenos Aires,Argentina
1408318,2019-09-08,12:03:10,En Proceso,Dataton,2023-04-27,21:00:00,2,Sector 4,Brain,,REG,14000,MercadoPago,10617,CABA,Buenos Aires,Argentina
1408319,2019-09-08,12:03:56,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,20800,MercadoPago,321,CABA,Buenos Aires,Argentina
1408326,2019-09-08,12:15:29,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,8864,La Plata,Buenos Aires,Argentina
1408326,2019-09-08,12:15:29,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 8,Bishop,,REG,36600,MercadoPago,8864,La Plata,Buenos Aires,Argentina
1408348,2019-09-08,12:53:55,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,VISA,9155,VICENTE LOPEZ,Buenos Aires,Argentina
1408351,2019-09-08,13:02:54,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,8473,Llavallol,Buenos Aires,Argentina
1408351,2019-09-08,13:02:54,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 7,Bishop,,REG,19000,MercadoPago,8473,Llavallol,Buenos Aires,Argentina
1408359,2019-09-08,13:25:43,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 7,Bishop,,REG,8500,MercadoPago,1749,ramos mejia,Buenos Aires,Argentina
1408360,2019-09-08,13:25:53,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2228,San Martín,Buenos Aires,Argentina
1408360,2019-09-08,13:25:53,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 4,Brain,,REG,12000,MercadoPago,2228,San Martín,Buenos Aires,Argentina
1408366,2019-09-08,13:40:53,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 2,Brain,,REG,14000,MercadoPago,7510,Ciudad autónoma de Buenos Aires ,Buenos Aires,Argentina
1408383,2019-09-08,14:32:35,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 6,Bishop,,REG,6700,MercadoPago,7322,lomas de zamora,Buenos Aires,Argentina
1408433,2019-09-08,17:41:07,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5543,CABA,Buenos Aires,Argentina
1408433,2019-09-08,17:41:07,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 10,Bishop,,REG,10100,MercadoPago,5543,CABA,Buenos Aires,Argentina
1408446,2019-09-08,18:24:27,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 7,Bishop,,REG,8500,MercadoPago,9432,Florencio Varela,Buenos Aires,Argentina
1408494,2019-09-08,20:05:33,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,567,BUENOS AIRES,Buenos Aires,Argentina
1408494,2019-09-08,20:05:33,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 5,Brain,,REG,9000,MercadoPago,567,BUENOS AIRES,Buenos Aires,Argentina
1408525,2019-09-08,20:57:01,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,5492,CABALLITO,Buenos Aires,Argentina
1408525,2019-09-08,20:57:01,Enviada,Dataton,2023-04-27,21:00:00,1,Previous Experience,Others,20:00hs,REG,500,MercadoPago,5492,CABALLITO,Buenos Aires,Argentina
1408525,2019-09-08,20:57:01,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,20800,MercadoPago,5492,CABALLITO,Buenos Aires,Argentina
1408536,2019-09-08,21:33:06,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 8,Bishop,,REG,38000,MercadoPago,3734,san nicolas de los arroyos,Buenos Aires,Argentina
1408589,2019-09-09,02:21:58,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 8,Bishop,,REG,12900,MercadoPago,292,Quilmes,Buenos Aires,Argentina
1408661,2019-09-09,11:35:02,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,9000,MercadoPago,5831,GENERAL PACHECO,Buenos Aires,Argentina
1408703,2019-09-09,12:44:47,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 6,Bishop,,REG,11800,MercadoPago,1674,hurlingham,Buenos Aires,Argentina
1408731,2019-09-09,13:56:30,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MercadoPago,5118,Capital Federal,Buenos Aires,Argentina
1408837,2019-09-09,18:36:04,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,73,san nicolas,Buenos Aires,Argentina
1408837,2019-09-09,18:36:04,Enviada,Dataton,2023-04-27,21:00:00,5,Sector 10,Bishop,,REG,15000,MercadoPago,73,san nicolas,Buenos Aires,Argentina
1408845,2019-09-09,19:01:33,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 4,Brain,,REG,15500,MercadoPago,3878,bernal,Buenos Aires,Argentina
1408859,2019-09-09,19:46:29,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,9022,Morón,Buenos Aires,Argentina
1408859,2019-09-09,19:46:29,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 2,Brain,,REG,14000,MercadoPago,9022,Morón,Buenos Aires,Argentina
1408860,2019-09-09,19:49:13,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 1,Brain,,REG,13000,MercadoPago,3644,la plata,Buenos Aires,Argentina
1408971,2019-09-10,09:45:27,Enviada,Dataton,2023-04-27,21:00:00,2,General Parking,Others,,REG,800,MercadoPago,6250,Longchamps,Buenos Aires,Argentina
1408971,2019-09-10,09:45:27,Enviada,Dataton,2023-04-27,21:00:00,6,Sector 6,Bishop,,REG,17000,MercadoPago,6250,Longchamps,Buenos Aires,Argentina
1409019,2019-09-10,11:25:21,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,8400,MercadoPago,6487,troncos del talar,Buenos Aires,Argentina
1409021,2019-09-10,11:36:09,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 5,Brain,,REG,11000,MercadoPago,10493,Caba,Buenos Aires,Argentina
1409053,2019-09-10,13:13:02,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,10520,Avellaneda,Buenos Aires,Argentina
1409053,2019-09-10,13:13:02,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 6,Bishop,,REG,12500,MercadoPago,10520,Avellaneda,Buenos Aires,Argentina
1409064,2019-09-10,13:41:05,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,2728,castelar,Buenos Aires,Argentina
1409064,2019-09-10,13:41:05,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 10,Bishop,,REG,11000,MercadoPago,2728,castelar,Buenos Aires,Argentina
1409099,2019-09-10,15:52:47,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 7,Bishop,,REG,9500,MercadoPago,3881,CAPITAL FEDERAL,Buenos Aires,Argentina
1409151,2019-09-10,18:51:53,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,144,J. Marmol,Buenos Aires,Argentina
1409151,2019-09-10,18:51:53,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 8,Bishop,,REG,12900,MercadoPago,144,J. Marmol,Buenos Aires,Argentina
1409156,2019-09-10,19:11:46,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 6,Bishop,,REG,8400,MercadoPago,6396,san fernando,Buenos Aires,Argentina
1409174,2019-09-10,19:55:58,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,9762,Buenos Aires,Buenos Aires,Argentina
1409174,2019-09-10,19:55:58,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 5,Brain,,REG,11800,MercadoPago,9762,Buenos Aires,Buenos Aires,Argentina
1409176,2019-09-10,20:06:18,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,8400,MercadoPago,7411,RECOLETA / CAPITAL FEDERAL,Buenos Aires,Argentina
1409218,2019-09-10,21:43:20,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,4860,Benavídez,Buenos Aires,Argentina
1409218,2019-09-10,21:43:20,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 10,Bishop,,REG,9000,MercadoPago,4860,Benavídez,Buenos Aires,Argentina
1409255,2019-09-10,23:20:33,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 9,Bishop,,REG,12000,MercadoPago,9603,Capital Federal,Buenos Aires,Argentina
1409325,2019-09-11,09:24:46,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,8400,MercadoPago,922,Lujan,Buenos Aires,Argentina
1409348,2019-09-11,10:30:23,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,Electron,8810,Campana,Buenos Aires,Argentina
1409389,2019-09-11,12:37:18,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 1,Brain,,REG,11000,MercadoPago,7079,Vicente López ,Buenos Aires,Argentina
1409442,2019-09-11,15:07:14,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 8,Bishop,,REG,16000,MercadoPago,9317,Recoleta,Buenos Aires,Argentina
1409506,2019-09-11,18:27:21,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 5,Brain,,REG,11000,MercadoPago,7350,el talr,Buenos Aires,Argentina
1409588,2019-09-11,22:35:40,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 9,Bishop,,REG,14000,MercadoPago,2867,San Antonio de Padua,Buenos Aires,Argentina
1409623,2019-09-12,07:47:13,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2226,Hurlingham,Buenos Aires,Argentina
1409623,2019-09-12,07:47:13,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 1,Brain,,REG,11000,MercadoPago,2226,Hurlingham,Buenos Aires,Argentina
1409642,2019-09-12,08:46:38,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,3960,caba,Buenos Aires,Argentina
1409642,2019-09-12,08:46:38,Enviada,Dataton,2023-04-27,21:00:00,3,Sector 8,Bishop,,REG,21500,MercadoPago,3960,caba,Buenos Aires,Argentina
1409707,2019-09-12,12:00:17,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 6,Bishop,,REG,8400,MercadoPago,6749,Ituzaingo,Buenos Aires,Argentina
1409721,2019-09-12,12:25:16,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,MercadoPago,4782,San Miguel,Buenos Aires,Argentina
1409736,2019-09-12,13:16:42,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 1,Brain,,REG,9000,MercadoPago,4343,General Pacheco ,Buenos Aires,Argentina
1409742,2019-09-12,13:41:44,Enviada,Dataton,2023-04-27,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,8078,Caba ,Buenos Aires,Argentina
1409742,2019-09-12,13:41:44,Enviada,Dataton,2023-04-27,21:00:00,4,Sector 8,Bishop,,REG,27000,MercadoPago,8078,Caba ,Buenos Aires,Argentina
1409748,2019-09-12,14:12:35,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,9253,caba,Buenos Aires,Argentina
1409748,2019-09-12,14:12:35,Enviada,Dataton,2023-04-27,21:00:00,2,Sector 9,Bishop,,REG,14000,MercadoPago,9253,caba,Buenos Aires,Argentina
1409756,2019-09-12,14:41:44,Enviada,Dataton,2023-04-27,21:00:00,1,Sector 10,Bishop,,REG,7500,MercadoPago,3199,San martin,Buenos Aires,Argentina
1409759,2019-09-12,14:48:44,Enviada,Dataton,2023-04-27,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5974,caba,Buenos Aires,Argentina
